0 ['0', 'O', 'C', 'G', 'Q'] [0.0, -10.66, -15.97, -17.33, -18.11] True
O ['D', 'U', 'O', 'M', 'N'] [0.0, -7.82, -10.36, -10.91, -11.56] True
t ['t', 'F', '7', '4', 'I'] [0.0, -11.39, -12.49, -13.23, -14.56] True
f ['F', '5', 'E', 'r', 'G'] [0.0, -18.14, -20.0, -22.32, -22.78] False
l ['I', '1', 't', 'i', '7'] [0.0, -9.79, -12.91, -16.2, -18.31] False
n ['n', 'A', 'M', 'h', 'N'] [0.0, -21.71, -22.02, -24.99, -25.34] True
N ['N', 'W', 'M', 'K', 'A'] [-0.0, -3.52, -11.5, -15.33, -16.61] True
6 ['6', 'G', 'b', 'W', '9'] [0.0, -18.06, -18.06, -21.43, -21.91] True
N ['N', '5', 'W', '4', 'd'] [0.0, -9.02, -9.81, -10.62, -11.25] True
M ['M', 'Y', 'K', 'A', 'N'] [0.0, -12.22, -14.68, -15.17, -16.36] True
1 ['1', 't', 'I', 'i', 'X'] [0.0, -11.81, -16.48, -16.63, -17.73] True
N ['N', 'M', 'R', 'W', 'n'] [0.0, -14.33, -16.36, -16.81, -18.42] True
4 ['4', 'Y', '9', 'A', '7'] [0.0, -20.94, -21.48, -21.95, -21.96] True
0 ['0', 'O', 'D', 'a', 'Q'] [-0.0, -6.11, -20.28, -20.48, -20.94] True
d ['d', 't', 'j', '4', 'A'] [0.0, -17.22, -17.89, -18.86, -18.98] True
0 ['O', 'C', '0', 'S', 'D'] [0.0, -17.0, -17.86, -17.96, -18.09] True
7 ['7', 't', 'n', 'N', '2'] [0.0, -16.05, -17.12, -18.59, -18.85] True
1 ['1', 'O', 'I', 'C', 'L'] [-0.0, -6.07, -6.23, -6.92, -8.64] True
3 ['3', '9', 'S', 'a', '8'] [0.0, -18.46, -20.82, -21.72, -21.76] True
I ['I', 't', 'n', 'r', 'T'] [0.0, -14.17, -15.08, -16.52, -17.61] True
M ['M', 'N', 'R', 'K', 'U'] [0.0, -8.5, -13.99, -14.08, -16.07] True
A ['A', 'n', 'h', 'M', 'R'] [0.0, -15.12, -16.14, -16.42, -17.24] True
d ['d', 'M', 'a', '8', 'b'] [-0.0, -6.76, -12.96, -13.49, -13.51] True
7 ['7', 'n', '9', 'O', '0'] [0.0, -7.52, -10.63, -11.58, -13.32] True
i ['i', 't', 'I', 'j', '1'] [-0.0, -5.63, -5.94, -7.01, -7.84] True
h ['h', 'A', 'n', 'K', 'M'] [-0.0, -5.86, -10.98, -13.64, -13.87] True
0 ['0', 'O', 'D', 'a', 'Q'] [0.0, -10.51, -20.41, -22.88, -23.33] True
U ['U', 'V', 'N', 'Y', '4'] [0.0, -13.89, -15.73, -17.22, -17.59] True
B ['8', 'R', '3', 'K', 'X'] [0.0, -11.81, -12.76, -13.04, -16.25] False
d ['d', 'j', 'N', '3', '8'] [0.0, -11.73, -16.91, -18.21, -18.95] True
0 ['0', 'O', 'Q', 'D', '2'] [0.0, -15.12, -19.95, -22.41, -23.13] True
2 ['2', '3', 'e', 'd', 'R'] [0.0, -20.25, -20.75, -21.44, -22.1] True
R ['R', 'e', 'A', 'K', 'X'] [0.0, -20.32, -20.46, -21.99, -23.86] True
n ['n', 'M', 'D', 'b', '7'] [0.0, -11.91, -17.57, -19.0, -19.87] True
6 ['6', 'G', 'Q', 'b', 'S'] [0.0, -19.9, -20.33, -21.05, -22.37] True
D ['D', 'n', '0', 'O', 'U'] [-0.0, -6.39, -7.79, -7.98, -8.59] True
T ['T', 't', '7', 'I', 'P'] [0.0, -17.27, -18.47, -18.69, -18.95] True
8 ['8', 'R', 'E', 't', 'O'] [0.0, -13.31, -19.21, -20.53, -20.7] True
7 ['7', '2', 'n', 'i', 'V'] [0.0, -17.94, -20.34, -23.28, -23.31] True
F ['F', 'E', '8', '5', 'r'] [0.0, -15.1, -18.53, -19.54, -21.25] True
6 ['6', 'b', 'G', 'h', 'Q'] [0.0, -17.92, -19.63, -22.15, -22.79] True
U ['U', 'j', '4', 'Y', 'V'] [0.0, -11.36, -13.02, -14.24, -16.48] True
e ['e', 'E', '8', 'R', 'C'] [0.0, -15.7, -18.97, -19.44, -21.02] True
M ['M', 'R', 'N', 'K', 'A'] [0.0, -15.02, -17.88, -21.16, -22.18] True
y ['Y', 'V', 'N', 'X', 'M'] [0.0, -14.47, -15.59, -16.22, -17.36] False
G ['G', 'S', '6', 'O', 'Q'] [0.0, -10.85, -13.87, -15.63, -15.84] True
P ['P', 'R', 'F', 'A', 'D'] [0.0, -15.06, -16.58, -16.72, -22.89] True
7 ['7', '2', 't', 'U', 'N'] [0.0, -13.79, -15.25, -16.19, -16.7] True
c ['C', 'O', 'e', '2', '0'] [0.0, -14.71, -23.02, -24.32, -25.0] False
O ['0', 'O', 'C', 'G', '5'] [-0.0, -4.94, -10.38, -17.58, -19.05] True
7 ['7', '3', '2', 'n', 'T'] [0.0, -18.9, -20.41, -20.41, -21.63] True
O ['0', 'Q', 'G', 'D', '5'] [0.0, -11.01, -18.25, -19.43, -19.43] False
I ['I', 't', 'X', 'r', 'n'] [0.0, -14.78, -16.74, -16.88, -17.08] True
5 ['5', 'b', 'j', 'V', 'i'] [0.0, -19.87, -20.76, -21.46, -21.72] True
n ['n', 'N', 'A', 'h', 'M'] [0.0, -15.69, -15.87, -18.44, -18.65] True
Y ['Y', 'V', '4', 'N', 'd'] [0.0, -15.59, -16.63, -19.17, -19.44] True
b ['b', '6', 'L', 'X', '1'] [0.0, -7.26, -10.74, -13.39, -16.37] True
4 ['Y', '9', 'j', '5', 'X'] [0.0, -13.88, -14.13, -14.58, -15.66] False
t ['t', '4', '7', 'F', 'W'] [0.0, -15.76, -16.3, -17.49, -20.08] True
A ['A', 'R', 'P', 'M', '4'] [0.0, -9.98, -13.84, -14.37, -15.15] True
r ['r', 'T', 'n', 'P', 'F'] [0.0, -18.52, -18.85, -20.54, -20.55] True
z ['2', 'a', 'e', 'R', '3'] [0.0, -15.2, -18.37, -19.08, -19.27] False
7 ['7', '2', '0', 'i', 'n'] [-0.0, -6.37, -15.3, -17.65, -18.0] True
8 ['8', 'E', 'O', 'S', '6'] [0.0, -18.13, -20.09, -20.45, -21.98] True
3 ['3', 'S', '8', 'X', 'D'] [0.0, -22.61, -22.68, -23.24, -23.27] True
6 ['6', 'b', 'G', 'r', 'Q'] [0.0, -16.59, -21.86, -22.07, -22.82] True
6 ['6', 'G', 'Q', 'b', 'T'] [0.0, -20.05, -20.63, -23.03, -24.3] True
2 ['2', '7', 'a', '3', '9'] [0.0, -12.74, -18.11, -19.43, -20.69] True
6 ['6', 'Q', 'G', 'h', '0'] [0.0, -15.71, -20.05, -20.95, -21.46] True
6 ['6', 'G', 'Q', '9', 'W'] [0.0, -15.08, -16.14, -17.19, -19.87] True
1 ['1', 'L', 't', '8', 'I'] [0.0, -12.26, -14.31, -14.34, -15.31] True
7 ['7', '2', 'n', '3', 'i'] [0.0, -14.53, -17.65, -19.22, -20.26] True
1 ['1', 'r', 'V', 'T', 'i'] [0.0, -12.38, -14.3, -14.93, -15.38] True
a ['a', 'Q', '2', 'U', 'G'] [0.0, -9.44, -14.59, -16.22, -17.39] True
9 ['9', '4', 'Q', 'Y', '7'] [0.0, -16.82, -17.73, -18.14, -19.2] True
5 ['5', 'j', 'E', 'S', '3'] [0.0, -20.94, -21.7, -21.74, -21.86] True
8 ['8', 'S', 'O', 'R', 'd'] [0.0, -20.92, -22.03, -22.8, -23.43] True
d ['d', 'N', '2', 'j', 'i'] [0.0, -18.32, -18.51, -19.52, -20.52] True
W ['W', 'K', 'U', 'N', 'M'] [0.0, -15.12, -15.57, -16.59, -17.67] True
P ['P', 'R', 'A', 'F', 'D'] [0.0, -7.3, -12.02, -15.76, -16.56] True
u ['U', 'a', 'd', 'h', 'W'] [-0.06, -0.89, -5.74, -10.81, -10.9] False
O ['0', 'O', 'D', 'U', 'a'] [0.0, -8.2, -16.96, -16.96, -17.62] True
t ['t', 'F', '4', 'T', '7'] [0.0, -14.22, -14.6, -15.39, -15.39] True
5 ['5', 'S', 'G', 'i', 'b'] [0.0, -19.2, -21.16, -22.14, -22.53] True
0 ['0', 'O', 'U', 'D', 'Q'] [0.0, -15.05, -18.43, -19.48, -19.74] True
6 ['6', 'Q', 'G', 'h', '5'] [0.0, -13.26, -15.69, -18.63, -20.04] True
3 ['3', 'j', 'a', '9', '7'] [0.0, -22.48, -22.85, -23.75, -24.57] True
3 ['3', 'D', 'X', '9', '5'] [0.0, -19.44, -21.14, -21.58, -21.61] True
1 ['1', 'i', 'X', 'I', 'r'] [0.0, -16.17, -16.28, -16.52, -16.69] True
9 ['9', '4', 'Q', 'e', '7'] [0.0, -16.51, -23.09, -23.47, -24.21] True
8 ['8', 'R', '3', 'X', 'i'] [0.0, -21.37, -22.06, -24.74, -25.46] True
8 ['8', 'R', 'O', '3', 'S'] [0.0, -17.96, -20.34, -20.86, -21.24] True
r ['r', 'F', 'C', 'Q', 'n'] [0.0, -17.49, -17.68, -19.01, -20.88] True
1 ['1', 'i', 'I', 'L', 'd'] [0.0, -9.53, -13.74, -15.45, -16.88] True
1 ['I', '1', 't', 'j', 'i'] [-0.0, -2.96, -12.35, -13.38, -13.5] True
w ['W', 'U', 'N', '6', 'Q'] [0.0, -14.15, -18.82, -19.57, -19.64] False
I ['1', 'I', 'i', 'L', 'X'] [0.0, -7.81, -13.74, -15.23, -17.5] True
R ['R', 'A', 'K', 'M', 'N'] [-0.0, -5.8, -14.69, -15.71, -15.93] True
5 ['5', 'j', 'i', 'b', 'h'] [0.0, -19.39, -20.52, -20.61, -22.29] True
O ['O', '0', 'D', 'C', 'U'] [-0.0, -3.42, -14.78, -18.67, -18.96] True
M ['M', 'R', 'W', 'K', 'N'] [0.0, -15.84, -17.26, -17.99, -18.26] True
P ['P', 'F', 'D', 'R', '8'] [0.0, -19.31, -20.29, -20.63, -21.86] True
d ['d', 'j', 'Y', '4', 'N'] [0.0, -15.58, -20.62, -20.73, -22.18] True
T ['T', '7', 't', 'I', 'Y'] [0.0, -7.74, -8.65, -13.67, -13.94] True
4 ['4', 'U', '7', '9', 'Y'] [0.0, -19.17, -19.56, -21.04, -22.74] True
c ['C', 'L', '6', 'Q', 'O'] [-0.0, -5.63, -8.17, -13.59, -13.95] False
6 ['6', 'U', 'G', 'Y', 'b'] [0.0, -9.45, -12.22, -13.32, -15.13] True
7 ['7', 'n', 'T', 'P', 'Y'] [0.0, -20.06, -20.67, -21.12, -21.37] True
a ['a', '9', '0', 'Q', 'U'] [0.0, -8.36, -9.4, -11.16, -11.86] True
I ['1', 'I', 't', 'i', 'r'] [-0.0, -5.52, -11.98, -13.83, -14.07] True
r ['r', '5', 'F', 'i', 'n'] [0.0, -12.42, -14.05, -15.29, -16.22] True
1 ['1', 'I', 'L', 'i', '8'] [0.0, -15.08, -16.77, -16.8, -18.91] True
3 ['3', '7', 'K', '8', 'R'] [0.0, -16.68, -17.76, -18.42, -20.81] True
o ['0', 'D', 'O', 'P', 'N'] [-0.0, -3.24, -5.31, -13.13, -13.53] False
L ['L', 'K', 'h', 'I', 'N'] [0.0, -11.76, -12.81, -14.15, -14.33] True
5 ['5', 'F', 'E', 'G', 'j'] [0.0, -16.44, -17.6, -19.09, -20.19] True
9 ['9', '4', 'Q', 'e', '8'] [0.0, -21.71, -22.75, -23.59, -26.39] True
O ['0', 'O', 'D', 'C', 'Q'] [0.0, -13.32, -19.67, -23.18, -23.92] True
h ['h', 'b', 'L', 'U', 'W'] [0.0, -9.67, -11.33, -12.35, -15.1] True
5 ['S', '5', 'G', '9', 'e'] [-0.0, -4.41, -13.93, -14.71, -18.43] True
3 ['3', '9', 'a', '8', '7'] [0.0, -13.63, -17.02, -18.03, -18.24] True
T ['T', 'I', 't', 'F', 'j'] [0.0, -16.11, -17.61, -19.01, -19.68] True
3 ['3', 'a', 'j', 'X', '9'] [0.0, -14.34, -16.92, -19.35, -19.6] True
9 ['9', '8', 'Q', '7', 'e'] [0.0, -19.39, -20.3, -20.51, -21.09] True
7 ['7', '2', '9', '4', 'n'] [0.0, -13.28, -14.04, -15.83, -18.92] True
0 ['0', 'O', 'D', 'Q', 'a'] [0.0, -13.71, -14.44, -20.64, -23.82] True
X ['X', 'K', 'R', 'M', 'N'] [-0.0, -2.49, -7.42, -9.04, -9.36] True
7 ['7', '2', 'n', '9', 'N'] [0.0, -20.07, -20.23, -21.17, -22.64] True
4 ['4', '9', 'A', 'Q', '7'] [0.0, -8.99, -17.54, -19.33, -19.69] True
I ['I', 't', '7', 'b', 'V'] [0.0, -14.82, -16.28, -17.67, -18.3] True
T ['t', 'T', 'r', '7', 'I'] [-0.0, -6.54, -15.59, -16.05, -18.31] True
B ['8', 'R', 'K', 'M', 'O'] [0.0, -14.74, -17.68, -18.11, -19.04] False
a ['a', '2', 'Q', 'n', 'd'] [-0.0, -2.66, -13.97, -15.27, -15.62] True
r ['r', 'n', 'K', 'T', 't'] [0.0, -8.07, -9.75, -10.51, -11.6] True
4 ['4', '9', 'Y', '7', 'Q'] [0.0, -18.17, -18.59, -19.49, -22.82] True
5 ['5', 'F', 'E', 'G', 'S'] [0.0, -18.23, -19.01, -19.45, -19.62] True
t ['t', 'F', '4', 'L', '1'] [0.0, -18.9, -20.63, -22.08, -22.45] True
U ['U', 'V', '4', 'Y', '7'] [0.0, -16.04, -17.45, -19.0, -20.18] True
U ['U', 'N', 'V', 'L', 't'] [0.0, -14.77, -15.58, -16.6, -17.69] True
S ['S', '5', 'j', 'G', 'I'] [0.0, -10.25, -13.81, -16.07, -17.33] True
N ['N', 'W', 'K', 'M', 'n'] [0.0, -14.21, -14.42, -15.82, -18.27] True
7 ['7', 't', 'T', 'N', 'n'] [0.0, -12.72, -12.92, -13.53, -14.37] True
r ['r', 'n', 'V', '7', 'C'] [0.0, -12.37, -17.86, -18.43, -18.6] True
v ['V', '8', '4', 'r', 'd'] [0.0, -9.13, -9.47, -11.53, -11.63] False
2 ['2', 'e', '3', 'L', 'D'] [0.0, -21.11, -21.5, -24.06, -24.44] True
T ['T', '7', 't', 'j', 'Y'] [-0.0, -6.94, -12.43, -16.22, -16.24] True
8 ['8', '9', '3', 'O', 'S'] [0.0, -18.99, -20.02, -22.43, -22.78] True
7 ['7', '3', 'n', 'Y', 'V'] [0.0, -15.01, -15.65, -15.87, -16.21] True
R ['R', 'P', 'K', 'A', 'Q'] [0.0, -18.84, -19.32, -22.23, -22.6] True
O ['O', '0', 'a', 'C', 'S'] [0.0, -14.92, -17.63, -19.38, -21.45] True
S ['S', '5', 'G', 'j', 'i'] [0.0, -19.29, -20.32, -20.4, -20.46] True
0 ['O', 'C', '0', 'a', 'D'] [0.0, -12.7, -15.28, -17.03, -17.29] True
8 ['8', 'S', 'E', 'R', 'O'] [0.0, -16.58, -17.01, -18.52, -20.98] True
F ['F', '3', 'P', 'T', 'j'] [0.0, -9.4, -9.41, -10.9, -14.02] True
K ['K', 'X', 'R', '8', 'M'] [-0.0, -6.77, -13.05, -14.33, -14.79] True
U ['U', '0', 'L', 'b', 't'] [0.0, -12.55, -14.98, -15.04, -16.15] True
7 ['7', 'n', '3', '2', 'i'] [0.0, -18.58, -19.16, -20.92, -21.1] True
9 ['9', 'Q', '4', 'A', 'G'] [0.0, -21.19, -22.14, -22.31, -23.17] True
7 ['7', 'n', '2', 't', 'U'] [0.0, -19.11, -20.29, -22.21, -22.37] True
O ['O', 'a', 'C', 'n', '6'] [0.0, -8.48, -11.75, -17.68, -17.71] True
9 ['9', 'Q', '7', '8', 'a'] [0.0, -17.01, -20.41, -20.9, -21.11] True
2 ['2', 'I', 'L', 'D', 'a'] [0.0, -20.68, -23.77, -24.12, -24.37] True
I ['1', 'Y', 'I', 'O', 'j'] [0.0, -10.03, -10.07, -10.79, -11.27] True
3 ['3', '8', '0', 'K', '7'] [0.0, -16.41, -18.85, -19.09, -20.76] True
8 ['8', 'R', 'P', '3', 'O'] [0.0, -15.97, -17.13, -19.64, -19.88] True
5 ['5', 'V', 'j', 'G', 'b'] [0.0, -23.3, -24.05, -24.14, -24.24] True
I ['I', 'j', 'S', 'E', 'F'] [0.0, -11.77, -12.66, -12.81, -15.21] True
l ['1', 'O', 'i', 'V', 'j'] [0.0, -12.81, -13.32, -13.43, -13.89] False
8 ['8', 'R', 'O', '3', 'S'] [0.0, -18.22, -21.41, -21.67, -22.33] True
e ['e', 'E', 'R', '2', 'C'] [0.0, -18.53, -18.75, -22.36, -22.56] True
H ['M', 'N', 'A', '4', 'K'] [-0.17, -0.49, -2.41, -4.5, -5.72] False
6 ['6', 'G', 'b', '4', 'C'] [0.0, -13.92, -19.92, -20.17, -20.61] True
5 ['5', '6', 'V', 'S', 'd'] [0.0, -11.94, -14.54, -15.52, -16.11] True
L ['L', '1', 'i', 'I', 'b'] [-0.06, -0.89, -9.14, -9.68, -10.14] True
V ['V', 'U', 'W', 'j', 'Y'] [-0.0, -4.98, -13.35, -13.43, -14.3] True
t ['t', 'F', '4', 'T', 'K'] [0.0, -15.53, -16.86, -20.03, -20.78] True
6 ['6', 'b', 'E', 'G', 'W'] [0.0, -15.94, -22.64, -22.93, -23.28] True
V ['V', 'U', 'N', '7', 'Y'] [-0.0, -4.14, -7.43, -8.65, -12.54] True
R ['R', 'K', 'M', 'A', 'N'] [0.0, -13.93, -16.23, -16.28, -17.48] True
7 ['7', '3', 'T', '8', 'i'] [0.0, -14.71, -17.71, -18.16, -19.6] True
c ['C', 'O', 'L', 'e', 't'] [0.0, -18.67, -18.68, -21.63, -21.92] False
e ['e', 'C', 'a', 'R', '2'] [-0.0, -5.45, -11.93, -13.77, -16.03] True
A ['A', '4', 'M', 'n', 'R'] [-0.0, -4.0, -5.57, -7.53, -7.85] True
M ['M', 'R', 'K', 'N', 'A'] [0.0, -9.21, -15.4, -17.15, -19.67] True
0 ['0', 'O', 'Q', '2', 'U'] [0.0, -14.72, -15.36, -19.45, -20.18] True
8 ['8', '3', 'R', 'X', 'S'] [0.0, -17.27, -19.52, -19.67, -20.63] True
T ['T', '5', 'j', 'I', 'r'] [-0.0, -3.47, -6.74, -7.23, -10.56] True
3 ['3', 'D', 'X', '7', 'a'] [0.0, -21.12, -22.43, -23.38, -24.16] True
r ['r', 'C', 'n', 'K', 'F'] [0.0, -14.17, -14.43, -14.68, -16.89] True
6 ['6', 'b', 'G', 'W', 'Q'] [0.0, -14.58, -14.78, -16.57, -20.97] True
o ['0', 'O', 'U', 'a', 'C'] [0.0, -8.04, -9.13, -9.38, -10.22] False
7 ['7', 'T', '3', 'n', 'Y'] [0.0, -20.98, -21.02, -21.32, -21.34] True
Y ['Y', '4', '9', 'X', '0'] [0.0, -9.89, -14.08, -14.5, -14.72] True
L ['L', 'h', 'K', '1', 'F'] [-0.09, -0.73, -5.85, -9.52, -11.04] True
e ['e', 'C', 'E', 't', '6'] [0.0, -17.93, -20.44, -23.04, -23.22] True
d ['d', 'j', 'V', '8', 'b'] [0.0, -11.58, -14.62, -15.73, -15.82] True
B ['0', 'D', 'S', '9', 'Q'] [-0.28, -0.33, -3.97, -4.16, -5.29] False
b ['b', 'D', 'i', 'K', 'X'] [0.0, -10.93, -14.72, -15.04, -15.65] True
2 ['2', '3', 'd', '7', 'j'] [0.0, -18.03, -19.43, -20.3, -21.53] True
a ['A', 'P', 'R', 'N', 'M'] [0.0, -9.69, -10.58, -15.02, -16.44] False
N ['N', 'M', 'n', 'W', 'V'] [0.0, -14.65, -19.19, -19.83, -21.64] True
a ['a', 'Q', 'C', 'G', '2'] [0.0, -13.6, -18.04, -18.18, -19.5] True
2 ['2', '3', 'i', 'd', '8'] [0.0, -19.69, -21.83, -22.1, -22.64] True
2 ['2', 'L', 'I', 'd', 'i'] [0.0, -16.11, -18.55, -21.06, -21.54] True
3 ['3', '5', '9', 'S', 'Y'] [0.0, -7.62, -11.99, -13.1, -13.34] True
n ['n', 'A', 'h', 'O', 'M'] [0.0, -19.73, -20.46, -20.61, -21.21] True
1 ['1', 'i', 'I', 'L', 'X'] [0.0, -10.15, -10.36, -10.63, -13.05] True
n ['N', 'M', 'R', 'D', 'n'] [-0.0, -3.38, -6.08, -9.55, -10.75] True
2 ['2', 'n', 'A', 'a', 'N'] [0.0, -9.9, -13.05, -13.82, -14.99] True
O ['O', 'C', 'S', '0', '8'] [0.0, -11.13, -13.41, -16.16, -17.16] True
9 ['9', 'Q', 'A', 'G', '4'] [0.0, -18.32, -21.6, -22.79, -23.59] True
1 ['1', 'I', 'C', 'L', 'V'] [0.0, -12.46, -13.85, -14.83, -15.74] True
4 ['4', 'A', 'Y', 'M', 'W'] [0.0, -17.21, -23.43, -23.84, -24.05] True
U ['U', 'W', 'd', 'L', '4'] [0.0, -18.21, -20.11, -20.26, -20.62] True
D ['D', 'n', 'T', 'N', 'b'] [0.0, -9.7, -11.8, -12.96, -13.73] True
K ['K', 'R', 'N', 'X', 'n'] [0.0, -9.22, -11.41, -13.95, -16.97] True
9 ['9', '4', '7', 'Q', 'U'] [0.0, -12.81, -13.63, -19.69, -20.63] True
S ['S', 'I', 'G', 'E', 'i'] [0.0, -15.44, -17.73, -18.05, -19.39] True
K ['K', 'h', 'L', 'b', 'X'] [-0.0, -3.57, -9.06, -9.71, -10.69] True
5 ['5', 'G', 'S', 'E', 'j'] [0.0, -12.28, -13.03, -16.66, -18.9] True
S ['S', '5', 'G', '3', 'b'] [-0.0, -3.17, -17.09, -17.4, -17.63] True
1 ['1', 'r', 'V', 'i', 'C'] [-0.0, -5.72, -11.46, -11.85, -13.52] True
8 ['8', 'E', '6', '5', 'F'] [0.0, -12.45, -13.76, -15.04, -15.23] True
8 ['8', '3', 'S', 'R', 'E'] [0.0, -18.39, -20.84, -21.99, -22.15] True
F ['F', '5', 'E', 't', 'G'] [-0.0, -5.84, -9.55, -15.87, -16.6] True
b ['b', 'D', '6', 'i', 'E'] [0.0, -15.31, -18.37, -18.54, -18.6] True
5 ['5', 'E', 'G', 'j', 'F'] [0.0, -13.97, -15.58, -16.34, -16.88] True
4 ['4', '7', '9', 'Y', 'A'] [0.0, -23.21, -24.21, -24.55, -24.6] True
u ['U', 'n', 'M', '4', '9'] [-0.01, -1.91, -4.69, -9.98, -12.67] False
9 ['9', '4', '5', 'G', 'A'] [0.0, -18.98, -19.99, -21.51, -22.27] True
a ['a', 'Q', 'n', 'G', 'C'] [0.0, -10.02, -15.64, -16.84, -17.16] True
b ['b', 'D', 'h', 'L', 'W'] [0.0, -9.57, -13.43, -13.54, -13.86] True
t ['t', '4', 'K', 'F', 'r'] [0.0, -8.52, -10.91, -12.59, -14.95] True
0 ['0', 'O', 'U', 'D', 'Q'] [0.0, -10.88, -19.39, -20.67, -21.14] True
9 ['9', 'Q', 'e', 'A', '4'] [0.0, -19.03, -22.26, -22.3, -22.32] True
d ['d', 'j', 'N', '4', 'A'] [0.0, -17.62, -18.84, -19.3, -22.12] True
9 ['8', '9', 'O', 'a', 'G'] [-0.01, -1.87, -8.22, -12.47, -12.47] True
1 ['1', 'i', 'X', 'r', 'V'] [0.0, -17.28, -18.59, -18.62, -18.87] True
a ['a', 'R', 'C', 'Q', 'G'] [0.0, -19.25, -19.36, -20.11, -20.47] True
T ['t', 'r', 'N', 'F', 'T'] [0.0, -12.35, -14.52, -14.57, -15.3] True
O ['O', '0', 'C', 'D', 'a'] [0.0, -9.26, -11.78, -13.03, -14.05] True
8 ['8', 'S', 'R', 'E', 'X'] [0.0, -19.9, -20.0, -20.82, -21.12] True
4 ['4', '5', 'Q', 'Y', 'A'] [0.0, -18.11, -19.81, -20.15, -20.31] True
1 ['1', 'V', 'I', 'X', 'j'] [0.0, -11.93, -13.45, -14.46, -14.73] True
8 ['8', 'R', 'X', 'E', 't'] [0.0, -20.83, -22.33, -23.75, -25.87] True
7 ['7', 'n', 'Y', '9', '4'] [0.0, -18.96, -19.33, -20.47, -21.13] True
w ['W', 'M', 'U', 'K', 'R'] [-0.0, -4.04, -9.72, -10.65, -11.78] False
U ['U', '4', 't', '0', 'L'] [0.0, -16.77, -19.21, -19.55, -19.56] True
4 ['4', 'U', '7', 'Y', '9'] [0.0, -15.9, -16.61, -17.04, -19.64] True
1 ['1', 'i', 'X', 'r', 'O'] [0.0, -18.16, -18.42, -18.94, -19.36] True
w ['M', 'n', 'e', 'W', '9'] [-0.0, -5.84, -6.12, -7.5, -9.13] False
X ['X', 'K', 'V', 'R', 'U'] [-0.0, -6.48, -14.8, -15.66, -16.14] True
5 ['5', 'S', 'G', 'K', 'b'] [0.0, -18.73, -19.61, -21.41, -21.75] True
6 ['6', 'G', 'b', 'W', 'h'] [0.0, -17.44, -19.13, -22.61, -22.84] True
F ['F', 'P', 'r', '1', '5'] [0.0, -19.28, -25.66, -26.37, -26.42] True
0 ['0', 'O', 'D', 'U', 'C'] [0.0, -15.54, -19.02, -22.26, -23.36] True
A ['A', 'F', 'R', 'P', 'M'] [0.0, -10.45, -10.76, -11.7, -13.66] True
Z ['2', 'I', '7', 'L', 'E'] [-0.0, -2.43, -6.08, -8.39, -9.99] False
0 ['0', 'O', 'D', 'Q', 'C'] [0.0, -11.16, -19.55, -20.39, -23.64] True
U ['U', '4', '0', 'V', 'j'] [0.0, -18.92, -20.21, -22.46, -24.32] True
4 ['4', 'U', 'A', '7', '9'] [0.0, -21.68, -22.16, -24.18, -24.24] True
P ['R', 'P', 'A', 'K', 'W'] [-0.01, -1.62, -12.63, -16.42, -17.84] True
3 ['3', 'D', 'K', 'b', 'j'] [0.0, -21.65, -21.85, -21.91, -22.38] True
7 ['7', 'n', '2', 'V', 'P'] [0.0, -16.21, -18.1, -18.4, -19.93] True
Q ['Q', 'N', 'R', '2', 'W'] [-0.0, -4.42, -12.31, -12.33, -12.76] True
z ['2', 'I', 'L', 'e', 't'] [0.0, -12.53, -14.36, -15.24, -16.83] False
5 ['5', 'S', 'j', 'G', 'i'] [0.0, -17.57, -22.01, -23.05, -23.32] True
0 ['0', 'O', 'D', 'Q', 'C'] [0.0, -12.03, -17.41, -19.96, -20.15] True
A ['A', 'R', '4', 'M', 'h'] [0.0, -14.68, -16.03, -18.4, -19.21] True
4 ['4', '7', 'U', 'A', 'Y'] [0.0, -21.27, -21.58, -21.71, -22.58] True
e ['e', 'E', 'R', '2', 'C'] [0.0, -17.08, -17.7, -23.15, -24.1] True
D ['D', 'N', 'P', '2', 'I'] [0.0, -11.28, -13.76, -14.24, -14.59] True
N ['N', 'K', 'M', 'n', 'W'] [0.0, -10.16, -12.03, -13.01, -13.05] True
b ['8', 'R', 'O', 'K', 'E'] [-0.0, -6.08, -11.54, -12.87, -13.25] False
7 ['7', '9', 'n', 'Y', 'T'] [0.0, -18.16, -19.87, -20.66, -21.12] True
8 ['8', 'R', 'X', 'E', 'P'] [0.0, -20.36, -23.13, -24.37, -24.94] True
A ['A', 'R', '4', 'M', 'n'] [0.0, -9.85, -15.02, -16.53, -17.93] True
O ['0', 'O', 'Q', '5', 'a'] [0.0, -8.51, -20.04, -20.9, -21.27] True
6 ['6', 'G', 'b', 'E', 'C'] [0.0, -17.67, -19.9, -20.53, -21.49] True
X ['X', 'h', 'U', 'Y', 'K'] [-0.0, -4.45, -7.16, -9.11, -9.48] True
9 ['9', '4', 'G', 'Q', 'A'] [0.0, -23.13, -23.46, -23.87, -25.02] True
5 ['5', '3', 'b', 'K', 'F'] [0.0, -20.03, -20.95, -21.44, -21.86] True
9 ['9', '8', 'Q', '4', '7'] [0.0, -17.07, -20.48, -21.41, -22.22] True
1 ['1', 'i', 'I', 'r', 't'] [0.0, -15.39, -16.54, -17.3, -17.32] True
6 ['6', 'E', 'G', 'S', 'a'] [0.0, -19.5, -20.13, -21.09, -21.17] True
